gongli,xingqi,year,month,day,nianzhu,shuxiang,yuezhu,rizhu,nianming
2045/6/24,星期六,2045,五月,初十 ,乙丑,牛,壬午,己酉,海中金
2045/6/25,星期日,2045,五月,十一,乙丑,牛,壬午,庚戌,海中金
2045/6/26,星期一,2045,五月,十二,乙丑,牛,壬午,辛亥,海中金
2045/6/27,星期二,2045,五月,十三,乙丑,牛,壬午,壬子,海中金
2045/6/28,星期三,2045,五月,十四,乙丑,牛,壬午,癸丑,海中金
2045/6/29,星期四,2045,五月,十五,乙丑,牛,壬午,甲寅,海中金
2045/6/30,星期五,2045,五月,十六,乙丑,牛,壬午,乙卯,海中金
2045/7/1,星期六,2045,五月,十七,乙丑,牛,壬午,丙辰,海中金
2045/7/2,星期日,2045,五月,十八,乙丑,牛,壬午,丁巳,海中金
2045/7/3,星期一,2045,五月,十九,乙丑,牛,壬午,戊午,海中金
2045/7/4,星期二,2045,五月,二十,乙丑,牛,壬午,己未,海中金
2045/7/5,星期三,2045,五月,廿一,乙丑,牛,壬午,庚申,海中金
2045/7/6,星期四,2045,五月,廿二,乙丑,牛,壬午,辛酉,海中金
2045/7/7,星期五,2045,五月,廿三,乙丑,牛,癸未,壬戌,海中金
2045/7/8,星期六,2045,五月,廿四,乙丑,牛,癸未,癸亥,海中金
2045/7/9,星期日,2045,五月,廿五,乙丑,牛,癸未,甲子,海中金
2045/7/10,星期一,2045,五月,廿六,乙丑,牛,癸未,乙丑,海中金
2045/7/11,星期二,2045,五月,廿七,乙丑,牛,癸未,丙寅,海中金
2045/7/12,星期三,2045,五月,廿八,乙丑,牛,癸未,丁卯,海中金
2045/7/13,星期四,2045,五月,廿九,乙丑,牛,癸未,戊辰,海中金
2045/7/14,星期五,2045,六月,初一,乙丑,牛,癸未,己巳,海中金
2045/7/15,星期六,2045,六月,初二,乙丑,牛,癸未,庚午,海中金
2045/7/16,星期日,2045,六月,初三,乙丑,牛,癸未,辛未,海中金
2045/7/17,星期一,2045,六月,初四,乙丑,牛,癸未,壬申,海中金
2045/7/18,星期二,2045,六月,初五,乙丑,牛,癸未,癸酉,海中金
2045/7/19,星期三,2045,六月,初六,乙丑,牛,癸未,甲戌,海中金
2045/7/20,星期四,2045,六月,初七,乙丑,牛,癸未,乙亥,海中金
2045/7/21,星期五,2045,六月,初八,乙丑,牛,癸未,丙子,海中金
2045/7/22,星期六,2045,六月,初九,乙丑,牛,癸未,丁丑,海中金
2045/7/23,星期日,2045,六月,初十 ,乙丑,牛,癸未,戊寅,海中金
2045/7/24,星期一,2045,六月,十一,乙丑,牛,癸未,己卯,海中金
2045/7/25,星期二,2045,六月,十二,乙丑,牛,癸未,庚辰,海中金
2045/7/26,星期三,2045,六月,十三,乙丑,牛,癸未,辛巳,海中金
2045/7/27,星期四,2045,六月,十四,乙丑,牛,癸未,壬午,海中金
2045/7/28,星期五,2045,六月,十五,乙丑,牛,癸未,癸未,海中金
2045/7/29,星期六,2045,六月,十六,乙丑,牛,癸未,甲申,海中金
2045/7/30,星期日,2045,六月,十七,乙丑,牛,癸未,乙酉,海中金
2045/7/31,星期一,2045,六月,十八,乙丑,牛,癸未,丙戌,海中金
2045/8/1,星期二,2045,六月,十九,乙丑,牛,癸未,丁亥,海中金
2045/8/2,星期三,2045,六月,二十,乙丑,牛,癸未,戊子,海中金
2045/8/3,星期四,2045,六月,廿一,乙丑,牛,癸未,己丑,海中金
2045/8/4,星期五,2045,六月,廿二,乙丑,牛,癸未,庚寅,海中金
2045/8/5,星期六,2045,六月,廿三,乙丑,牛,癸未,辛卯,海中金
2045/8/6,星期日,2045,六月,廿四,乙丑,牛,癸未,壬辰,海中金
2045/8/7,星期一,2045,六月,廿五,乙丑,牛,甲申,癸巳,海中金
2045/8/8,星期二,2045,六月,廿六,乙丑,牛,甲申,甲午,海中金
2045/8/9,星期三,2045,六月,廿七,乙丑,牛,甲申,乙未,海中金
2045/8/10,星期四,2045,六月,廿八,乙丑,牛,甲申,丙申,海中金
2045/8/11,星期五,2045,六月,廿九,乙丑,牛,甲申,丁酉,海中金
2045/8/12,星期六,2045,六月,三十,乙丑,牛,甲申,戊戌,海中金
2045/8/13,星期日,2045,七月,初一,乙丑,牛,甲申,己亥,海中金
2045/8/14,星期一,2045,七月,初二,乙丑,牛,甲申,庚子,海中金
2045/8/15,星期二,2045,七月,初三,乙丑,牛,甲申,辛丑,海中金
2045/8/16,星期三,2045,七月,初四,乙丑,牛,甲申,壬寅,海中金
2045/8/17,星期四,2045,七月,初五,乙丑,牛,甲申,癸卯,海中金
2045/8/18,星期五,2045,七月,初六,乙丑,牛,甲申,甲辰,海中金
2045/8/19,星期六,2045,七月,初七,乙丑,牛,甲申,乙巳,海中金
2045/8/20,星期日,2045,七月,初八,乙丑,牛,甲申,丙午,海中金
2045/8/21,星期一,2045,七月,初九,乙丑,牛,甲申,丁未,海中金
2045/8/22,星期二,2045,七月,初十 ,乙丑,牛,甲申,戊申,海中金
2045/8/23,星期三,2045,七月,十一,乙丑,牛,甲申,己酉,海中金
2045/8/24,星期四,2045,七月,十二,乙丑,牛,甲申,庚戌,海中金
2045/8/25,星期五,2045,七月,十三,乙丑,牛,甲申,辛亥,海中金
2045/8/26,星期六,2045,七月,十四,乙丑,牛,甲申,壬子,海中金
2045/8/27,星期日,2045,七月,十五,乙丑,牛,甲申,癸丑,海中金
2045/8/28,星期一,2045,七月,十六,乙丑,牛,甲申,甲寅,海中金
2045/8/29,星期二,2045,七月,十七,乙丑,牛,甲申,乙卯,海中金
2045/8/30,星期三,2045,七月,十八,乙丑,牛,甲申,丙辰,海中金
2045/8/31,星期四,2045,七月,十九,乙丑,牛,甲申,丁巳,海中金
2045/9/1,星期五,2045,七月,二十,乙丑,牛,甲申,戊午,海中金
2045/9/2,星期六,2045,七月,廿一,乙丑,牛,甲申,己未,海中金
2045/9/3,星期日,2045,七月,廿二,乙丑,牛,甲申,庚申,海中金
2045/9/4,星期一,2045,七月,廿三,乙丑,牛,甲申,辛酉,海中金
2045/9/5,星期二,2045,七月,廿四,乙丑,牛,甲申,壬戌,海中金
2045/9/6,星期三,2045,七月,廿五,乙丑,牛,甲申,癸亥,海中金
2045/9/7,星期四,2045,七月,廿六,乙丑,牛,乙酉,甲子,海中金
2045/9/8,星期五,2045,七月,廿七,乙丑,牛,乙酉,乙丑,海中金
2045/9/9,星期六,2045,七月,廿八,乙丑,牛,乙酉,丙寅,海中金
2045/9/10,星期日,2045,七月,廿九,乙丑,牛,乙酉,丁卯,海中金
2045/9/11,星期一,2045,八月,初一,乙丑,牛,乙酉,戊辰,海中金
2045/9/12,星期二,2045,八月,初二,乙丑,牛,乙酉,己巳,海中金
2045/9/13,星期三,2045,八月,初三,乙丑,牛,乙酉,庚午,海中金
2045/9/14,星期四,2045,八月,初四,乙丑,牛,乙酉,辛未,海中金
2045/9/15,星期五,2045,八月,初五,乙丑,牛,乙酉,壬申,海中金
2045/9/16,星期六,2045,八月,初六,乙丑,牛,乙酉,癸酉,海中金
2045/9/17,星期日,2045,八月,初七,乙丑,牛,乙酉,甲戌,海中金
2045/9/18,星期一,2045,八月,初八,乙丑,牛,乙酉,乙亥,海中金
2045/9/19,星期二,2045,八月,初九,乙丑,牛,乙酉,丙子,海中金
2045/9/20,星期三,2045,八月,初十 ,乙丑,牛,乙酉,丁丑,海中金
2045/9/21,星期四,2045,八月,十一,乙丑,牛,乙酉,戊寅,海中金
2045/9/22,星期五,2045,八月,十二,乙丑,牛,乙酉,己卯,海中金
2045/9/23,星期六,2045,八月,十三,乙丑,牛,乙酉,庚辰,海中金
2045/9/24,星期日,2045,八月,十四,乙丑,牛,乙酉,辛巳,海中金
2045/9/25,星期一,2045,八月,十五,乙丑,牛,乙酉,壬午,海中金
2045/9/26,星期二,2045,八月,十六,乙丑,牛,乙酉,癸未,海中金
2045/9/27,星期三,2045,八月,十七,乙丑,牛,乙酉,甲申,海中金
2045/9/28,星期四,2045,八月,十八,乙丑,牛,乙酉,乙酉,海中金
2045/9/29,星期五,2045,八月,十九,乙丑,牛,乙酉,丙戌,海中金
2045/9/30,星期六,2045,八月,二十,乙丑,牛,乙酉,丁亥,海中金
2045/10/1,星期日,2045,八月,廿一,乙丑,牛,乙酉,戊子,海中金
2045/10/2,星期一,2045,八月,廿二,乙丑,牛,乙酉,己丑,海中金
2045/10/3,星期二,2045,八月,廿三,乙丑,牛,乙酉,庚寅,海中金
2045/10/4,星期三,2045,八月,廿四,乙丑,牛,乙酉,辛卯,海中金
2045/10/5,星期四,2045,八月,廿五,乙丑,牛,乙酉,壬辰,海中金
2045/10/6,星期五,2045,八月,廿六,乙丑,牛,乙酉,癸巳,海中金
2045/10/7,星期六,2045,八月,廿七,乙丑,牛,乙酉,甲午,海中金
2045/10/8,星期日,2045,八月,廿八,乙丑,牛,丙戌,乙未,海中金
2045/10/9,星期一,2045,八月,廿九,乙丑,牛,丙戌,丙申,海中金
2045/10/10,星期二,2045,九月,初一,乙丑,牛,丙戌,丁酉,海中金
2045/10/11,星期三,2045,九月,初二,乙丑,牛,丙戌,戊戌,海中金
2045/10/12,星期四,2045,九月,初三,乙丑,牛,丙戌,己亥,海中金
2045/10/13,星期五,2045,九月,初四,乙丑,牛,丙戌,庚子,海中金
2045/10/14,星期六,2045,九月,初五,乙丑,牛,丙戌,辛丑,海中金
2045/10/15,星期日,2045,九月,初六,乙丑,牛,丙戌,壬寅,海中金
2045/10/16,星期一,2045,九月,初七,乙丑,牛,丙戌,癸卯,海中金
2045/10/17,星期二,2045,九月,初八,乙丑,牛,丙戌,甲辰,海中金
2045/10/18,星期三,2045,九月,初九,乙丑,牛,丙戌,乙巳,海中金
2045/10/19,星期四,2045,九月,初十 ,乙丑,牛,丙戌,丙午,海中金
2045/10/20,星期五,2045,九月,十一,乙丑,牛,丙戌,丁未,海中金
2045/10/21,星期六,2045,九月,十二,乙丑,牛,丙戌,戊申,海中金
2045/10/22,星期日,2045,九月,十三,乙丑,牛,丙戌,己酉,海中金
2045/10/23,星期一,2045,九月,十四,乙丑,牛,丙戌,庚戌,海中金
2045/10/24,星期二,2045,九月,十五,乙丑,牛,丙戌,辛亥,海中金
2045/10/25,星期三,2045,九月,十六,乙丑,牛,丙戌,壬子,海中金
2045/10/26,星期四,2045,九月,十七,乙丑,牛,丙戌,癸丑,海中金
2045/10/27,星期五,2045,九月,十八,乙丑,牛,丙戌,甲寅,海中金
2045/10/28,星期六,2045,九月,十九,乙丑,牛,丙戌,乙卯,海中金
2045/10/29,星期日,2045,九月,二十,乙丑,牛,丙戌,丙辰,海中金
2045/10/30,星期一,2045,九月,廿一,乙丑,牛,丙戌,丁巳,海中金
2045/10/31,星期二,2045,九月,廿二,乙丑,牛,丙戌,戊午,海中金
2045/11/1,星期三,2045,九月,廿三,乙丑,牛,丙戌,己未,海中金
2045/11/2,星期四,2045,九月,廿四,乙丑,牛,丙戌,庚申,海中金
2045/11/3,星期五,2045,九月,廿五,乙丑,牛,丙戌,辛酉,海中金
2045/11/4,星期六,2045,九月,廿六,乙丑,牛,丙戌,壬戌,海中金
2045/11/5,星期日,2045,九月,廿七,乙丑,牛,丙戌,癸亥,海中金
2045/11/6,星期一,2045,九月,廿八,乙丑,牛,丙戌,甲子,海中金
2045/11/7,星期二,2045,九月,廿九,乙丑,牛,丁亥,乙丑,海中金
2045/11/8,星期三,2045,九月,三十,乙丑,牛,丁亥,丙寅,海中金
2045/11/9,星期四,2045,十月,初一,乙丑,牛,丁亥,丁卯,海中金
2045/11/10,星期五,2045,十月,初二,乙丑,牛,丁亥,戊辰,海中金
2045/11/11,星期六,2045,十月,初三,乙丑,牛,丁亥,己巳,海中金
2045/11/12,星期日,2045,十月,初四,乙丑,牛,丁亥,庚午,海中金
2045/11/13,星期一,2045,十月,初五,乙丑,牛,丁亥,辛未,海中金
2045/11/14,星期二,2045,十月,初六,乙丑,牛,丁亥,壬申,海中金
2045/11/15,星期三,2045,十月,初七,乙丑,牛,丁亥,癸酉,海中金
2045/11/16,星期四,2045,十月,初八,乙丑,牛,丁亥,甲戌,海中金
2045/11/17,星期五,2045,十月,初九,乙丑,牛,丁亥,乙亥,海中金
2045/11/18,星期六,2045,十月,初十 ,乙丑,牛,丁亥,丙子,海中金
2045/11/19,星期日,2045,十月,十一,乙丑,牛,丁亥,丁丑,海中金
2045/11/20,星期一,2045,十月,十二,乙丑,牛,丁亥,戊寅,海中金
2045/11/21,星期二,2045,十月,十三,乙丑,牛,丁亥,己卯,海中金
2045/11/22,星期三,2045,十月,十四,乙丑,牛,丁亥,庚辰,海中金
2045/11/23,星期四,2045,十月,十五,乙丑,牛,丁亥,辛巳,海中金
2045/11/24,星期五,2045,十月,十六,乙丑,牛,丁亥,壬午,海中金
2045/11/25,星期六,2045,十月,十七,乙丑,牛,丁亥,癸未,海中金
2045/11/26,星期日,2045,十月,十八,乙丑,牛,丁亥,甲申,海中金
2045/11/27,星期一,2045,十月,十九,乙丑,牛,丁亥,乙酉,海中金
2045/11/28,星期二,2045,十月,二十,乙丑,牛,丁亥,丙戌,海中金
2045/11/29,星期三,2045,十月,廿一,乙丑,牛,丁亥,丁亥,海中金
2045/11/30,星期四,2045,十月,廿二,乙丑,牛,丁亥,戊子,海中金
2045/12/1,星期五,2045,十月,廿三,乙丑,牛,丁亥,己丑,海中金
2045/12/2,星期六,2045,十月,廿四,乙丑,牛,丁亥,庚寅,海中金
2045/12/3,星期日,2045,十月,廿五,乙丑,牛,丁亥,辛卯,海中金
2045/12/4,星期一,2045,十月,廿六,乙丑,牛,丁亥,壬辰,海中金
2045/12/5,星期二,2045,十月,廿七,乙丑,牛,丁亥,癸巳,海中金
2045/12/6,星期三,2045,十月,廿八,乙丑,牛,丁亥,甲午,海中金
2045/12/7,星期四,2045,十月,廿九,乙丑,牛,戊子,乙未,海中金
2045/12/8,星期五,2045,冬月,初一,乙丑,牛,戊子,丙申,海中金
2045/12/9,星期六,2045,冬月,初二,乙丑,牛,戊子,丁酉,海中金
2045/12/10,星期日,2045,冬月,初三,乙丑,牛,戊子,戊戌,海中金
2045/12/11,星期一,2045,冬月,初四,乙丑,牛,戊子,己亥,海中金
2045/12/12,星期二,2045,冬月,初五,乙丑,牛,戊子,庚子,海中金
2045/12/13,星期三,2045,冬月,初六,乙丑,牛,戊子,辛丑,海中金
2045/12/14,星期四,2045,冬月,初七,乙丑,牛,戊子,壬寅,海中金
2045/12/15,星期五,2045,冬月,初八,乙丑,牛,戊子,癸卯,海中金
2045/12/16,星期六,2045,冬月,初九,乙丑,牛,戊子,甲辰,海中金
2045/12/17,星期日,2045,冬月,初十 ,乙丑,牛,戊子,乙巳,海中金
2045/12/18,星期一,2045,冬月,十一,乙丑,牛,戊子,丙午,海中金
2045/12/19,星期二,2045,冬月,十二,乙丑,牛,戊子,丁未,海中金
2045/12/20,星期三,2045,冬月,十三,乙丑,牛,戊子,戊申,海中金
2045/12/21,星期四,2045,冬月,十四,乙丑,牛,戊子,己酉,海中金
2045/12/22,星期五,2045,冬月,十五,乙丑,牛,戊子,庚戌,海中金
2045/12/23,星期六,2045,冬月,十六,乙丑,牛,戊子,辛亥,海中金
2045/12/24,星期日,2045,冬月,十七,乙丑,牛,戊子,壬子,海中金
2045/12/25,星期一,2045,冬月,十八,乙丑,牛,戊子,癸丑,海中金
2045/12/26,星期二,2045,冬月,十九,乙丑,牛,戊子,甲寅,海中金
2045/12/27,星期三,2045,冬月,二十,乙丑,牛,戊子,乙卯,海中金
2045/12/28,星期四,2045,冬月,廿一,乙丑,牛,戊子,丙辰,海中金
2045/12/29,星期五,2045,冬月,廿二,乙丑,牛,戊子,丁巳,海中金
2045/12/30,星期六,2045,冬月,廿三,乙丑,牛,戊子,戊午,海中金
2045/12/31,星期日,2045,冬月,廿四,乙丑,牛,戊子,己未,海中金
2046/1/1,星期一,2045,冬月,廿五,乙丑,牛,戊子,庚申,海中金
2046/1/2,星期二,2045,冬月,廿六,乙丑,牛,戊子,辛酉,海中金
2046/1/3,星期三,2045,冬月,廿七,乙丑,牛,戊子,壬戌,海中金
2046/1/4,星期四,2045,冬月,廿八,乙丑,牛,戊子,癸亥,海中金
2046/1/5,星期五,2045,冬月,廿九,乙丑,牛,己丑,甲子,海中金
2046/1/6,星期六,2045,冬月,三十,乙丑,牛,己丑,乙丑,海中金
2046/1/7,星期日,2045,腊月,初一,乙丑,牛,己丑,丙寅,海中金
2046/1/8,星期一,2045,腊月,初二,乙丑,牛,己丑,丁卯,海中金
2046/1/9,星期二,2045,腊月,初三,乙丑,牛,己丑,戊辰,海中金
2046/1/10,星期三,2045,腊月,初四,乙丑,牛,己丑,己巳,海中金
2046/1/11,星期四,2045,腊月,初五,乙丑,牛,己丑,庚午,海中金
2046/1/12,星期五,2045,腊月,初六,乙丑,牛,己丑,辛未,海中金
2046/1/13,星期六,2045,腊月,初七,乙丑,牛,己丑,壬申,海中金
2046/1/14,星期日,2045,腊月,初八,乙丑,牛,己丑,癸酉,海中金
2046/1/15,星期一,2045,腊月,初九,乙丑,牛,己丑,甲戌,海中金
2046/1/16,星期二,2045,腊月,初十 ,乙丑,牛,己丑,乙亥,海中金
2046/1/17,星期三,2045,腊月,十一,乙丑,牛,己丑,丙子,海中金
2046/1/18,星期四,2045,腊月,十二,乙丑,牛,己丑,丁丑,海中金
2046/1/19,星期五,2045,腊月,十三,乙丑,牛,己丑,戊寅,海中金
2046/1/20,星期六,2045,腊月,十四,乙丑,牛,己丑,己卯,海中金
2046/1/21,星期日,2045,腊月,十五,乙丑,牛,己丑,庚辰,海中金
2046/1/22,星期一,2045,腊月,十六,乙丑,牛,己丑,辛巳,海中金
2046/1/23,星期二,2045,腊月,十七,乙丑,牛,己丑,壬午,海中金
2046/1/24,星期三,2045,腊月,十八,乙丑,牛,己丑,癸未,海中金
2046/1/25,星期四,2045,腊月,十九,乙丑,牛,己丑,甲申,海中金
2046/1/26,星期五,2045,腊月,二十,乙丑,牛,己丑,乙酉,海中金
2046/1/27,星期六,2045,腊月,廿一,乙丑,牛,己丑,丙戌,海中金
2046/1/28,星期日,2045,腊月,廿二,乙丑,牛,己丑,丁亥,海中金
2046/1/29,星期一,2045,腊月,廿三,乙丑,牛,己丑,戊子,海中金
2046/1/30,星期二,2045,腊月,廿四,乙丑,牛,己丑,己丑,海中金
2046/1/31,星期三,2045,腊月,廿五,乙丑,牛,己丑,庚寅,海中金
2046/2/1,星期四,2045,腊月,廿六,乙丑,牛,己丑,辛卯,海中金
2046/2/2,星期五,2045,腊月,廿七,乙丑,牛,己丑,壬辰,海中金
2046/2/3,星期六,2045,腊月,廿八,乙丑,牛,己丑,癸巳,海中金
2046/2/4,星期日,2045,腊月,廿九,乙丑,牛,戊寅,甲午,海中金
2046/2/5,星期一,2045,腊月,三十,乙丑,牛,戊寅,乙未,海中金
2046/2/6,星期二,2046,正月,初一,丙寅,虎,庚寅,丙申,炉中火
2046/2/7,星期三,2046,正月,初二,丙寅,虎,庚寅,丁酉,炉中火
2046/2/8,星期四,2046,正月,初三,丙寅,虎,庚寅,戊戌,炉中火
2046/2/9,星期五,2046,正月,初四,丙寅,虎,庚寅,己亥,炉中火
2046/2/10,星期六,2046,正月,初五,丙寅,虎,庚寅,庚子,炉中火
2046/2/11,星期日,2046,正月,初六,丙寅,虎,庚寅,辛丑,炉中火
2046/2/12,星期一,2046,正月,初七,丙寅,虎,庚寅,壬寅,炉中火
2046/2/13,星期二,2046,正月,初八,丙寅,虎,庚寅,癸卯,炉中火
2046/2/14,星期三,2046,正月,初九,丙寅,虎,庚寅,甲辰,炉中火
2046/2/15,星期四,2046,正月,初十 ,丙寅,虎,庚寅,乙巳,炉中火
2046/2/16,星期五,2046,正月,十一,丙寅,虎,庚寅,丙午,炉中火
2046/2/17,星期六,2046,正月,十二,丙寅,虎,庚寅,丁未,炉中火
2046/2/18,星期日,2046,正月,十三,丙寅,虎,庚寅,戊申,炉中火
2046/2/19,星期一,2046,正月,十四,丙寅,虎,庚寅,己酉,炉中火
2046/2/20,星期二,2046,正月,十五,丙寅,虎,庚寅,庚戌,炉中火
2046/2/21,星期三,2046,正月,十六,丙寅,虎,庚寅,辛亥,炉中火
2046/2/22,星期四,2046,正月,十七,丙寅,虎,庚寅,壬子,炉中火
2046/2/23,星期五,2046,正月,十八,丙寅,虎,庚寅,癸丑,炉中火
2046/2/24,星期六,2046,正月,十九,丙寅,虎,庚寅,甲寅,炉中火
2046/2/25,星期日,2046,正月,二十,丙寅,虎,庚寅,乙卯,炉中火
2046/2/26,星期一,2046,正月,廿一,丙寅,虎,庚寅,丙辰,炉中火
2046/2/27,星期二,2046,正月,廿二,丙寅,虎,庚寅,丁巳,炉中火
2046/2/28,星期三,2046,正月,廿三,丙寅,虎,庚寅,戊午,炉中火
2046/3/1,星期四,2046,正月,廿四,丙寅,虎,庚寅,己未,炉中火
2046/3/2,星期五,2046,正月,廿五,丙寅,虎,庚寅,庚申,炉中火
2046/3/3,星期六,2046,正月,廿六,丙寅,虎,庚寅,辛酉,炉中火
2046/3/4,星期日,2046,正月,廿七,丙寅,虎,庚寅,壬戌,炉中火
2046/3/5,星期一,2046,正月,廿八,丙寅,虎,辛卯,癸亥,炉中火
2046/3/6,星期二,2046,正月,廿九,丙寅,虎,辛卯,甲子,炉中火
2046/3/7,星期三,2046,正月,三十,丙寅,虎,辛卯,乙丑,炉中火
2046/3/8,星期四,2046,二月,初一,丙寅,虎,辛卯,丙寅,炉中火
2046/3/9,星期五,2046,二月,初二,丙寅,虎,辛卯,丁卯,炉中火
2046/3/10,星期六,2046,二月,初三,丙寅,虎,辛卯,戊辰,炉中火
2046/3/11,星期日,2046,二月,初四,丙寅,虎,辛卯,己巳,炉中火
2046/3/12,星期一,2046,二月,初五,丙寅,虎,辛卯,庚午,炉中火
2046/3/13,星期二,2046,二月,初六,丙寅,虎,辛卯,辛未,炉中火
2046/3/14,星期三,2046,二月,初七,丙寅,虎,辛卯,壬申,炉中火
2046/3/15,星期四,2046,二月,初八,丙寅,虎,辛卯,癸酉,炉中火
2046/3/16,星期五,2046,二月,初九,丙寅,虎,辛卯,甲戌,炉中火
2046/3/17,星期六,2046,二月,初十 ,丙寅,虎,辛卯,乙亥,炉中火
2046/3/18,星期日,2046,二月,十一,丙寅,虎,辛卯,丙子,炉中火
2046/3/19,星期一,2046,二月,十二,丙寅,虎,辛卯,丁丑,炉中火
2046/3/20,星期二,2046,二月,十三,丙寅,虎,辛卯,戊寅,炉中火
2046/3/21,星期三,2046,二月,十四,丙寅,虎,辛卯,己卯,炉中火
2046/3/22,星期四,2046,二月,十五,丙寅,虎,辛卯,庚辰,炉中火
2046/3/23,星期五,2046,二月,十六,丙寅,虎,辛卯,辛巳,炉中火
2046/3/24,星期六,2046,二月,十七,丙寅,虎,辛卯,壬午,炉中火
2046/3/25,星期日,2046,二月,十八,丙寅,虎,辛卯,癸未,炉中火
2046/3/26,星期一,2046,二月,十九,丙寅,虎,辛卯,甲申,炉中火
2046/3/27,星期二,2046,二月,二十,丙寅,虎,辛卯,乙酉,炉中火
2046/3/28,星期三,2046,二月,廿一,丙寅,虎,辛卯,丙戌,炉中火
2046/3/29,星期四,2046,二月,廿二,丙寅,虎,辛卯,丁亥,炉中火
2046/3/30,星期五,2046,二月,廿三,丙寅,虎,辛卯,戊子,炉中火
2046/3/31,星期六,2046,二月,廿四,丙寅,虎,辛卯,己丑,炉中火
2046/4/1,星期日,2046,二月,廿五,丙寅,虎,辛卯,庚寅,炉中火
2046/4/2,星期一,2046,二月,廿六,丙寅,虎,辛卯,辛卯,炉中火
2046/4/3,星期二,2046,二月,廿七,丙寅,虎,辛卯,壬辰,炉中火
2046/4/4,星期三,2046,二月,廿八,丙寅,虎,壬辰,癸巳,炉中火
2046/4/5,星期四,2046,二月,廿九,丙寅,虎,壬辰,甲午,炉中火
2046/4/6,星期五,2046,三月,初一,丙寅,虎,壬辰,乙未,炉中火
2046/4/7,星期六,2046,三月,初二,丙寅,虎,壬辰,丙申,炉中火
2046/4/8,星期日,2046,三月,初三,丙寅,虎,壬辰,丁酉,炉中火
2046/4/9,星期一,2046,三月,初四,丙寅,虎,壬辰,戊戌,炉中火
2046/4/10,星期二,2046,三月,初五,丙寅,虎,壬辰,己亥,炉中火
2046/4/11,星期三,2046,三月,初六,丙寅,虎,壬辰,庚子,炉中火
2046/4/12,星期四,2046,三月,初七,丙寅,虎,壬辰,辛丑,炉中火
2046/4/13,星期五,2046,三月,初八,丙寅,虎,壬辰,壬寅,炉中火
2046/4/14,星期六,2046,三月,初九,丙寅,虎,壬辰,癸卯,炉中火
2046/4/15,星期日,2046,三月,初十 ,丙寅,虎,壬辰,甲辰,炉中火
2046/4/16,星期一,2046,三月,十一,丙寅,虎,壬辰,乙巳,炉中火
2046/4/17,星期二,2046,三月,十二,丙寅,虎,壬辰,丙午,炉中火
2046/4/18,星期三,2046,三月,十三,丙寅,虎,壬辰,丁未,炉中火
2046/4/19,星期四,2046,三月,十四,丙寅,虎,壬辰,戊申,炉中火
2046/4/20,星期五,2046,三月,十五,丙寅,虎,壬辰,己酉,炉中火
2046/4/21,星期六,2046,三月,十六,丙寅,虎,壬辰,庚戌,炉中火
2046/4/22,星期日,2046,三月,十七,丙寅,虎,壬辰,辛亥,炉中火
2046/4/23,星期一,2046,三月,十八,丙寅,虎,壬辰,壬子,炉中火
2046/4/24,星期二,2046,三月,十九,丙寅,虎,壬辰,癸丑,炉中火
2046/4/25,星期三,2046,三月,二十,丙寅,虎,壬辰,甲寅,炉中火
2046/4/26,星期四,2046,三月,廿一,丙寅,虎,壬辰,乙卯,炉中火
2046/4/27,星期五,2046,三月,廿二,丙寅,虎,壬辰,丙辰,炉中火
2046/4/28,星期六,2046,三月,廿三,丙寅,虎,壬辰,丁巳,炉中火
2046/4/29,星期日,2046,三月,廿四,丙寅,虎,壬辰,戊午,炉中火
2046/4/30,星期一,2046,三月,廿五,丙寅,虎,壬辰,己未,炉中火
2046/5/1,星期二,2046,三月,廿六,丙寅,虎,壬辰,庚申,炉中火
2046/5/2,星期三,2046,三月,廿七,丙寅,虎,壬辰,辛酉,炉中火
2046/5/3,星期四,2046,三月,廿八,丙寅,虎,壬辰,壬戌,炉中火
2046/5/4,星期五,2046,三月,廿九,丙寅,虎,壬辰,癸亥,炉中火
2046/5/5,星期六,2046,三月,三十,丙寅,虎,癸巳,甲子,炉中火
2046/5/6,星期日,2046,四月,初一,丙寅,虎,癸巳,乙丑,炉中火
2046/5/7,星期一,2046,四月,初二,丙寅,虎,癸巳,丙寅,炉中火
2046/5/8,星期二,2046,四月,初三,丙寅,虎,癸巳,丁卯,炉中火
2046/5/9,星期三,2046,四月,初四,丙寅,虎,癸巳,戊辰,炉中火
2046/5/10,星期四,2046,四月,初五,丙寅,虎,癸巳,己巳,炉中火
2046/5/11,星期五,2046,四月,初六,丙寅,虎,癸巳,庚午,炉中火
2046/5/12,星期六,2046,四月,初七,丙寅,虎,癸巳,辛未,炉中火
2046/5/13,星期日,2046,四月,初八,丙寅,虎,癸巳,壬申,炉中火
2046/5/14,星期一,2046,四月,初九,丙寅,虎,癸巳,癸酉,炉中火
2046/5/15,星期二,2046,四月,初十 ,丙寅,虎,癸巳,甲戌,炉中火
2046/5/16,星期三,2046,四月,十一,丙寅,虎,癸巳,乙亥,炉中火
2046/5/17,星期四,2046,四月,十二,丙寅,虎,癸巳,丙子,炉中火
2046/5/18,星期五,2046,四月,十三,丙寅,虎,癸巳,丁丑,炉中火
2046/5/19,星期六,2046,四月,十四,丙寅,虎,癸巳,戊寅,炉中火
2046/5/20,星期日,2046,四月,十五,丙寅,虎,癸巳,己卯,炉中火
2046/5/21,星期一,2046,四月,十六,丙寅,虎,癸巳,庚辰,炉中火
